0,8
0,20
0,26
1,2
2,1
3,32
4,5
5,4
5,6
6,5
8,0
8,9
8,13
9,8
9,10
9,24
10,9
10,11
10,13
11,10
11,12
11,16
12,10
12,13
12,15
13,12
13,8
13,10
14,15
14,17
14,19
15,16
15,14
15,12
16,17
16,23
16,19
17,16
17,14
17,18
18,17
18,23
18,19
19,14
19,18
19,20
20,21
20,19
21,22
21,20
21,30
22,23
22,29
22,21
23,18
23,22
23,24
24,23
24,9
24,25
25,24
25,26
25,28
26,0
26,25
26,27
27,26
27,28
27,30
28,25
28,27
28,29
29,28
29,30
29,22
30,29
30,31
30,21
31,32
32,31
32,3



